"label","area","perimeter","axis_major_length","sample","genotype","plant_num","side","rep_num","time"
4,387.326875,72.8214555828442,23.0866657523677,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
5,384.475,73.9637391362167,24.8011461261728,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
6,434.435625,80.2406943983867,29.4208241465925,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
7,413.83875,77.9099332139292,28.1537364299025,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
8,423.661875,77.8637391362167,26.81960412987,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
9,329.233125,70.8252615051316,26.0284080767185,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
10,386.165,76.5310749906155,27.9187351945728,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
11,399.685,75.2964032818179,25.7399315836138,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
12,430.95,80.2406943983867,29.0554484874849,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
1,193.610625,54.8751830535922,19.9242369231272,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
2,251.3875,61.7443957186215,22.2061687569903,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
3,296.38375,65.6117315730203,22.9047168994061,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
4,319.19875,68.1925973595304,24.6208579155685,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
5,296.911875,68.3041197284454,24.8831809934011,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
6,183.048125,55.5598286118766,21.7200000630318,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
7,328.388125,69.9060226895891,25.5802033957929,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
8,343.809375,75.0502615051316,29.1709400892866,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
9,297.545625,66.4983062429616,23.3845814739089,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
10,369.370625,75.7233585439879,27.894602223519,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
11,242.831875,65.2771644662754,25.6781868343704,"ROP P3 adaxial_1","ROP","P3","adaxial","1","week5"
1,402.43125,79.8137391362167,30.2657202045448,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
2,309.798125,71.3310749906154,27.2652566684401,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
3,341.485625,71.5541197284454,25.3728174397402,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
4,353.84375,74.9945003206741,28.4851797289176,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
5,321.73375,69.6367838740466,25.3385041292285,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
6,255.295625,61.3445003206741,20.706775866019,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
7,353.6325,74.2656420973604,27.4720976451113,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
8,291.841875,67.4733062429616,25.1495156273456,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
9,314.234375,71.8560226895891,28.4208919018419,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
10,317.2975,70.4445003206741,26.3171231620218,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
11,200.581875,56.6694480196478,21.6734883482897,"ROP P3 adaxial_2","ROP","P3","adaxial","2","week5"
